combo_id,combo_label,condition,fold,best_epoch,best_val_loss,val_accuracy,val_precision,val_recall,val_f1_macro,val_f1_weighted
110,"ng=[2, 3, 4]_f=256_dr=0.5_relu",S1,3,2,0.3488,0.8551,0.8545,0.8584,0.8535,0.8568
110,"ng=[2, 3, 4]_f=256_dr=0.5_relu",S1,4,2,0.4238,0.8324,0.8286,0.8306,0.8293,0.8323
110,"ng=[2, 3, 4]_f=256_dr=0.5_relu",S1,5,2,0.465,0.8315,0.8272,0.8289,0.8278,0.832
111,"ng=[2, 3, 4]_f=256_dr=0.5_gelu",S1,1,2,0.3973,0.8514,0.8508,0.8556,0.8491,0.8519
111,"ng=[2, 3, 4]_f=256_dr=0.5_gelu",S1,2,2,0.3677,0.8627,0.8586,0.8614,0.8592,0.8625
111,"ng=[2, 3, 4]_f=256_dr=0.5_gelu",S1,3,2,0.3578,0.8561,0.8552,0.8589,0.8543,0.8577
111,"ng=[2, 3, 4]_f=256_dr=0.5_gelu",S1,4,3,0.4305,0.8371,0.8339,0.8388,0.8348,0.8377
111,"ng=[2, 3, 4]_f=256_dr=0.5_gelu",S1,5,2,0.4517,0.8192,0.824,0.8259,0.8187,0.8213
112,"ng=[2, 3, 4]_f=256_dr=0.5_elu",S1,1,2,0.406,0.842,0.8388,0.8391,0.8387,0.8426
112,"ng=[2, 3, 4]_f=256_dr=0.5_elu",S1,2,2,0.3775,0.8495,0.8472,0.8513,0.8474,0.8508
112,"ng=[2, 3, 4]_f=256_dr=0.5_elu",S1,3,2,0.3655,0.873,0.8693,0.8706,0.8698,0.8733
112,"ng=[2, 3, 4]_f=256_dr=0.5_elu",S1,4,2,0.4293,0.8286,0.8277,0.8286,0.8266,0.83
112,"ng=[2, 3, 4]_f=256_dr=0.5_elu",S1,5,2,0.4719,0.8089,0.8184,0.8129,0.8078,0.8123
