model,architecture,data_condition,test_accuracy,test_precision,test_recall,test_f1_macro,test_f1_weighted,f1_positive,f1_negative,f1_neutral,kfold_f1_macro_mean,kfold_f1_macro_std,lr_bert,batch_size,weight_decay
IndoBERT-only (Baseline DL),IndoBERT → [CLS] → Dropout(0.1) → Dense(3),S2,0.8668,0.8621,0.8645,0.863,0.8674,0.9017,0.8789,0.8086,0.8429,0.0188,1e-05,32,0.01
