combo_id,combo_label,condition,fold,epoch,train_loss,val_loss,val_accuracy,val_precision,val_recall,val_f1_macro,val_f1_weighted,is_best_epoch
7,"ng=[1, 2, 3]_f=256_dr=0.3_relu",S1,5,1,0.7481,0.4424,0.8371,0.8335,0.8372,0.8339,0.8382,True
7,"ng=[1, 2, 3]_f=256_dr=0.3_relu",S1,5,2,0.3876,0.4605,0.8399,0.8376,0.838,0.8353,0.84,False
7,"ng=[1, 2, 3]_f=256_dr=0.3_relu",S1,5,3,0.2524,0.5304,0.8362,0.8332,0.8302,0.8302,0.8347,False
7,"ng=[1, 2, 3]_f=256_dr=0.3_relu",S1,5,4,0.1622,0.6082,0.8305,0.8286,0.8297,0.8278,0.8318,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,1,1,0.7278,0.4217,0.8325,0.8283,0.8319,0.828,0.8329,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,1,2,0.3948,0.429,0.8401,0.8388,0.8325,0.834,0.838,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,1,3,0.2697,0.4079,0.857,0.8528,0.855,0.8536,0.8566,True
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,1,4,0.1629,0.4816,0.8532,0.8511,0.856,0.8504,0.8535,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,1,5,0.1072,0.603,0.8514,0.8477,0.8482,0.8475,0.8507,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,1,6,0.0662,0.646,0.8692,0.8656,0.8703,0.8669,0.8696,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,2,1,0.7099,0.4666,0.8175,0.8214,0.8051,0.8071,0.8125,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,2,2,0.3929,0.3762,0.8608,0.8569,0.8591,0.8578,0.8611,True
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,2,3,0.2638,0.4054,0.8608,0.8566,0.8576,0.8564,0.8602,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,2,4,0.1733,0.4762,0.8561,0.8567,0.8607,0.8549,0.8576,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,2,5,0.1062,0.5691,0.8627,0.8584,0.8617,0.859,0.8628,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,3,1,0.7185,0.4123,0.8373,0.8382,0.8374,0.8346,0.8387,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,3,2,0.4007,0.3584,0.857,0.8526,0.856,0.8529,0.8575,True
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,3,3,0.2737,0.3923,0.8683,0.8663,0.8624,0.8638,0.8675,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,3,4,0.177,0.4608,0.8617,0.8629,0.8529,0.8559,0.86,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,3,5,0.1069,0.5541,0.8711,0.8681,0.8655,0.8656,0.87,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,4,1,0.7233,0.4427,0.8267,0.823,0.8251,0.8224,0.8259,True
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,4,2,0.3841,0.4463,0.8352,0.8322,0.836,0.8318,0.8349,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,4,3,0.2636,0.4701,0.8315,0.8293,0.8257,0.8269,0.8305,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,4,4,0.1668,0.566,0.8267,0.8221,0.8229,0.8225,0.8267,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,5,1,0.7131,0.4639,0.8258,0.8252,0.8291,0.8237,0.8272,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,5,2,0.3729,0.4512,0.8315,0.829,0.8284,0.8275,0.8324,True
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,5,3,0.2549,0.5848,0.8173,0.82,0.8062,0.8098,0.8155,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,5,4,0.1536,0.6012,0.8267,0.8228,0.8222,0.8225,0.8269,False
8,"ng=[1, 2, 3]_f=256_dr=0.3_gelu",S1,5,5,0.0965,0.7294,0.822,0.8186,0.8189,0.8182,0.8231,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,1,1,0.7063,0.4264,0.826,0.823,0.8255,0.8211,0.8256,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,1,2,0.4098,0.4159,0.8523,0.8554,0.8574,0.8518,0.8546,True
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,1,3,0.2726,0.4202,0.8523,0.8486,0.8481,0.8469,0.8507,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,1,4,0.1736,0.4563,0.8702,0.8662,0.8703,0.867,0.8701,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,1,5,0.0948,0.5871,0.8457,0.8421,0.8444,0.843,0.8463,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,2,1,0.712,0.4508,0.8175,0.8239,0.8059,0.805,0.8106,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,2,2,0.3933,0.3911,0.857,0.8572,0.8542,0.8509,0.8558,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,2,3,0.2619,0.3882,0.8627,0.8593,0.8636,0.8601,0.8637,True
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,2,4,0.1656,0.4823,0.8692,0.8652,0.8684,0.8664,0.8694,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,2,5,0.0961,0.6591,0.8335,0.8341,0.8229,0.8253,0.8304,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,2,6,0.0648,0.776,0.842,0.8415,0.8326,0.8333,0.8384,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,3,1,0.6973,0.4246,0.8448,0.8418,0.8384,0.8398,0.844,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,3,2,0.3917,0.3841,0.857,0.8567,0.8567,0.8548,0.8581,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,3,3,0.2753,0.3824,0.8589,0.8546,0.8551,0.8548,0.8589,True
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,3,4,0.1619,0.4685,0.8608,0.8585,0.8545,0.8555,0.8596,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,3,5,0.0927,0.5475,0.8721,0.8689,0.8685,0.8684,0.8716,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,3,6,0.0506,0.8184,0.8373,0.8411,0.8264,0.8307,0.8351,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,4,1,0.7102,0.4255,0.8267,0.8255,0.8308,0.8252,0.8275,True
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,4,2,0.3803,0.458,0.7957,0.8005,0.795,0.7934,0.7981,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,4,3,0.2554,0.471,0.8249,0.8209,0.8206,0.8196,0.8236,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,4,4,0.156,0.5783,0.8277,0.825,0.8215,0.8225,0.8265,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,5,1,0.6912,0.4604,0.8192,0.8168,0.8202,0.8167,0.8208,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,5,2,0.383,0.4327,0.8352,0.8309,0.8334,0.8317,0.8361,True
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,5,3,0.2476,0.6106,0.8079,0.8102,0.7983,0.8015,0.8068,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,5,4,0.1539,0.602,0.8362,0.8319,0.8337,0.8326,0.8367,False
9,"ng=[1, 2, 3]_f=256_dr=0.3_elu",S1,5,5,0.0827,0.8107,0.8258,0.8226,0.8219,0.8218,0.8264,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,1,1,0.8024,0.4705,0.8335,0.831,0.832,0.8307,0.8347,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,1,2,0.4377,0.4274,0.8354,0.8391,0.838,0.8345,0.8377,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,1,3,0.3102,0.4346,0.8579,0.8543,0.8545,0.8527,0.8569,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,1,4,0.2131,0.3966,0.8542,0.8506,0.855,0.8517,0.8549,True
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,1,5,0.1353,0.579,0.8429,0.8425,0.8382,0.8399,0.8429,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,1,6,0.0857,0.6013,0.8617,0.8578,0.8599,0.8584,0.8612,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,1,7,0.0489,0.7581,0.8589,0.8558,0.8583,0.8569,0.8591,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,2,1,0.81,0.4582,0.8241,0.8222,0.8158,0.8152,0.8203,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,2,2,0.4339,0.3718,0.8598,0.857,0.8615,0.8568,0.86,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,2,3,0.3118,0.37,0.8598,0.8571,0.8601,0.8558,0.8601,True
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,2,4,0.2194,0.4284,0.8608,0.8566,0.8605,0.8578,0.8614,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,2,5,0.1408,0.5057,0.8514,0.8464,0.8486,0.8469,0.8512,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,2,6,0.092,0.6401,0.8476,0.8433,0.8466,0.8443,0.8484,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,3,1,0.8377,0.4441,0.8297,0.8354,0.8344,0.8289,0.8327,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,3,2,0.4574,0.3757,0.8589,0.8555,0.8552,0.8549,0.8593,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,3,3,0.3169,0.3543,0.8664,0.8661,0.8702,0.8649,0.868,True
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,3,4,0.22,0.4481,0.8429,0.8463,0.8431,0.8402,0.8447,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,3,5,0.1417,0.4928,0.8664,0.8634,0.8599,0.8601,0.865,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,3,6,0.0917,0.5848,0.8551,0.8509,0.8512,0.8509,0.8555,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,4,1,0.7996,0.6294,0.7721,0.7985,0.7536,0.76,0.7654,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,4,2,0.4209,0.4187,0.8343,0.8312,0.8302,0.8305,0.8338,True
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,4,3,0.2883,0.5127,0.8164,0.8175,0.8072,0.8097,0.8139,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,4,4,0.1954,0.627,0.8183,0.8178,0.8107,0.8131,0.8169,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,4,5,0.1258,0.697,0.8211,0.8177,0.817,0.8169,0.8203,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,5,1,0.8132,0.4966,0.807,0.8089,0.8054,0.8008,0.806,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,5,2,0.4264,0.4176,0.8427,0.8422,0.8462,0.841,0.8444,True
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,5,3,0.2787,0.4873,0.8352,0.8311,0.833,0.8316,0.836,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,5,4,0.1996,0.5256,0.8352,0.8313,0.8328,0.8316,0.8361,False
10,"ng=[1, 2, 3]_f=256_dr=0.5_relu",S1,5,5,0.1322,0.7093,0.8296,0.8262,0.8295,0.8269,0.8307,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,1,1,0.7944,0.4268,0.8278,0.8285,0.8316,0.826,0.8297,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,1,2,0.4213,0.3852,0.8514,0.8473,0.851,0.8486,0.8518,True
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,1,3,0.3018,0.4347,0.8551,0.8511,0.8541,0.8511,0.8541,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,1,4,0.2071,0.4587,0.8664,0.8624,0.8655,0.8632,0.8659,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,1,5,0.1424,0.5311,0.8579,0.8551,0.8575,0.8556,0.8589,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,2,1,0.7948,0.4297,0.8373,0.8398,0.8442,0.837,0.8384,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,2,2,0.4267,0.3635,0.8589,0.8558,0.8607,0.8566,0.8596,True
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,2,3,0.2917,0.3918,0.8551,0.8551,0.8591,0.8532,0.8566,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,2,4,0.1938,0.4569,0.8514,0.8468,0.8473,0.8461,0.8503,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,2,5,0.1227,0.5801,0.8467,0.8445,0.8398,0.8405,0.8447,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,3,1,0.8046,0.4895,0.8166,0.8238,0.819,0.8152,0.8198,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,3,2,0.4355,0.3721,0.8523,0.8495,0.8514,0.8492,0.8539,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,3,3,0.2969,0.3611,0.8674,0.8648,0.8686,0.8652,0.8686,True
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,3,4,0.208,0.4199,0.8598,0.8555,0.8559,0.8549,0.859,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,3,5,0.1345,0.4843,0.8589,0.8551,0.8572,0.8557,0.8597,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,3,6,0.0817,0.6551,0.8551,0.8535,0.8483,0.8504,0.8546,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,4,1,0.8044,0.4556,0.8164,0.8121,0.8104,0.81,0.8146,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,4,2,0.4202,0.4369,0.8324,0.8298,0.8286,0.8292,0.8323,True
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,4,3,0.2972,0.4664,0.8267,0.8252,0.8198,0.8202,0.8247,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,4,4,0.1973,0.5597,0.8305,0.8275,0.8265,0.8266,0.8298,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,4,5,0.1335,0.6098,0.8333,0.8295,0.8336,0.8307,0.8336,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,5,1,0.7929,0.4768,0.8154,0.8147,0.8177,0.8135,0.8173,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,5,2,0.4112,0.4581,0.8352,0.8314,0.8325,0.8315,0.836,True
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,5,3,0.2847,0.4766,0.8343,0.8297,0.8297,0.8297,0.8344,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,5,4,0.1839,0.5732,0.8333,0.8292,0.8265,0.8276,0.8326,False
11,"ng=[1, 2, 3]_f=256_dr=0.5_gelu",S1,5,5,0.1239,0.7513,0.8117,0.8101,0.8047,0.8062,0.8118,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,1,1,0.7923,0.441,0.8278,0.8263,0.8296,0.8256,0.8296,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,1,2,0.427,0.4056,0.8438,0.8389,0.8388,0.8375,0.8421,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,1,3,0.3038,0.4032,0.8636,0.8603,0.8653,0.861,0.864,True
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,1,4,0.1995,0.4822,0.857,0.8547,0.8581,0.8553,0.858,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,1,5,0.1393,0.5853,0.8617,0.8579,0.8587,0.8579,0.8611,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,1,6,0.0806,0.6444,0.8532,0.85,0.8487,0.8491,0.8525,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,2,1,0.766,0.4147,0.8391,0.8402,0.8445,0.8383,0.8405,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,2,2,0.4268,0.3898,0.8561,0.8525,0.8556,0.8519,0.8558,True
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,2,3,0.2966,0.4425,0.8485,0.8494,0.8395,0.8404,0.8453,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,2,4,0.2129,0.4957,0.8627,0.8587,0.8584,0.8579,0.8619,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,2,5,0.1258,0.5199,0.8561,0.8516,0.8524,0.8516,0.8557,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,3,1,0.7959,0.4148,0.8382,0.8405,0.8424,0.8369,0.8406,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,3,2,0.4189,0.3855,0.8664,0.8635,0.8595,0.8604,0.8651,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,3,3,0.297,0.3808,0.8683,0.8644,0.865,0.8629,0.8675,True
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,3,4,0.1911,0.4314,0.8617,0.8583,0.8618,0.8592,0.8627,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,3,5,0.1265,0.5722,0.8457,0.8478,0.8368,0.8406,0.8444,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,3,6,0.0703,0.7553,0.8344,0.8398,0.8218,0.8258,0.831,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,4,1,0.7683,0.4505,0.8211,0.8246,0.8276,0.8207,0.8227,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,4,2,0.4169,0.418,0.8315,0.8292,0.8337,0.8299,0.8324,True
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,4,3,0.2903,0.4831,0.8305,0.8262,0.8275,0.8265,0.8301,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,4,4,0.1933,0.6164,0.8041,0.8019,0.7949,0.7974,0.803,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,4,5,0.1168,0.6885,0.8145,0.8104,0.8086,0.8087,0.8131,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,5,1,0.7474,0.4757,0.8192,0.8236,0.8232,0.8179,0.8219,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,5,2,0.4231,0.428,0.8427,0.8386,0.8415,0.8394,0.8437,True
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,5,3,0.2969,0.4856,0.8315,0.8281,0.8252,0.8264,0.8311,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,5,4,0.2001,0.5689,0.8333,0.8293,0.8283,0.8283,0.8325,False
12,"ng=[1, 2, 3]_f=256_dr=0.5_elu",S1,5,5,0.1147,0.7427,0.8211,0.8204,0.8195,0.8178,0.8226,False
