combo_id,combo_label,condition,fold,epoch,train_loss,val_loss,train_f1,val_accuracy,val_precision,val_recall,val_f1_macro,val_f1_weighted,is_best_epoch
3,lb=1e-05_lc=1e-03_bs=16,S1,3,3,0.2489,0.607,0.9147,0.8514,0.8496,0.8534,0.85,0.8524,False
3,lb=1e-05_lc=1e-03_bs=16,S1,3,4,0.1612,0.8385,0.9506,0.8608,0.8573,0.8594,0.8582,0.8611,False
3,lb=1e-05_lc=1e-03_bs=16,S1,3,5,0.1134,1.2933,0.9736,0.8467,0.8498,0.8379,0.8408,0.8444,False
3,lb=1e-05_lc=1e-03_bs=16,S1,4,1,0.6207,0.46,0.7341,0.8352,0.8384,0.8277,0.8264,0.8322,True
3,lb=1e-05_lc=1e-03_bs=16,S1,4,2,0.4027,0.4708,0.8532,0.8522,0.8562,0.842,0.8433,0.8484,False
3,lb=1e-05_lc=1e-03_bs=16,S1,4,3,0.2875,0.7309,0.9055,0.8475,0.8446,0.8401,0.8418,0.8464,False
3,lb=1e-05_lc=1e-03_bs=16,S1,4,4,0.1794,1.0772,0.95,0.8352,0.8318,0.8263,0.8277,0.8334,False
3,lb=1e-05_lc=1e-03_bs=16,S1,5,1,0.6068,0.4917,0.751,0.8164,0.8224,0.8239,0.8153,0.8179,False
3,lb=1e-05_lc=1e-03_bs=16,S1,5,2,0.4231,0.4204,0.8503,0.8484,0.8446,0.8484,0.8458,0.8491,True
3,lb=1e-05_lc=1e-03_bs=16,S1,5,3,0.2866,0.5524,0.9082,0.8578,0.8553,0.8601,0.8555,0.8588,False
3,lb=1e-05_lc=1e-03_bs=16,S1,5,4,0.1865,1.1064,0.9451,0.8145,0.8253,0.7996,0.7989,0.8057,False
3,lb=1e-05_lc=1e-03_bs=16,S1,5,5,0.1142,0.9295,0.9694,0.8475,0.8436,0.8455,0.8444,0.8477,False
4,lb=1e-05_lc=1e-03_bs=32,S1,1,1,0.6334,0.5355,0.7266,0.8015,0.8232,0.8164,0.8013,0.8012,False
4,lb=1e-05_lc=1e-03_bs=32,S1,1,2,0.3942,0.427,0.8513,0.8401,0.8424,0.8465,0.839,0.8412,True
4,lb=1e-05_lc=1e-03_bs=32,S1,1,3,0.2669,0.5047,0.8967,0.8363,0.8348,0.8315,0.8324,0.8352,False
4,lb=1e-05_lc=1e-03_bs=32,S1,1,4,0.1772,0.6523,0.9395,0.8344,0.8323,0.8314,0.8318,0.8343,False
4,lb=1e-05_lc=1e-03_bs=32,S1,1,5,0.106,0.7964,0.9633,0.8476,0.8446,0.8482,0.8458,0.8482,False
4,lb=1e-05_lc=1e-03_bs=32,S1,2,1,0.6263,0.4247,0.7383,0.8448,0.8496,0.8508,0.8446,0.847,False
4,lb=1e-05_lc=1e-03_bs=32,S1,2,2,0.4079,0.4014,0.8471,0.8598,0.8566,0.8616,0.8577,0.8601,True
4,lb=1e-05_lc=1e-03_bs=32,S1,2,3,0.271,0.4455,0.8985,0.8485,0.8465,0.8444,0.8437,0.8472,False
4,lb=1e-05_lc=1e-03_bs=32,S1,2,4,0.1739,0.5691,0.9394,0.842,0.8407,0.84,0.8389,0.8431,False
