conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,source_keyword
1877953418318520764,Sat Jan 11 05:39:20 +0000 2025,0,Menteri Koperasi (Menkop) Budi Arie Setiadi menegaskan program Makan Bergizi Gratis (MBG) yang diinisiasi oleh Presiden Prabowo Subianto bakal menjadi pelecut bagi koperasi untuk meningkatkan kegiatan dan usahanya. https://t.co/z01U4h3ZTi @AidilAKBAR,1877953418318520764,,,in,,0,0,0,https://x.com/undefined/status/1877953418318520764,1731964323566845952,;;;;;;;,mbg
1879313955614753053,Tue Jan 14 23:45:37 +0000 2025,1906,Ket @DPDRI Sultan Bachtiar Najamudin usul agar rakyat memberi sumbangan untuk makan bergizi gratis/MBG. Artinya bkn makan gratis lagi dong. Pejabat koq tolol keq gini ya. Mending gaji @DPR_RI aja dipotong. https://t.co/GFUDf0R4ax,1879313955614753053,https://pbs.twimg.com/ext_tw_video_thumb/1879313869258240000/pu/img/OdDC05r-yJpFdfRA.jpg,,in,,183,2290,732,https://x.com/undefined/status/1879313955614753053,929287558281830400,;;;;;;;,mbg
1879147995654127751,Tue Jan 14 12:46:09 +0000 2025,2, Program Makan Bergizi Gratis (MBG) yang digagas Prabowo Subianto telah berjalan sepekan secara serentak di berbagai daerah di Indonesia sejak Senin (6/1/2025). Namun pelaksanaannya selama satu pekan terakhir tak berjalan semulus yang dibayangkan. Program ini harus melewati https://t.co/6uer2C7lNK,1879147995654127751,https://pbs.twimg.com/media/GhQSpPNawAAeHbO.jpg,,in,,0,1,1,https://x.com/undefined/status/1879147995654127751,46693036,;;;;;;;,mbg
1879157764163039639,Tue Jan 14 13:24:58 +0000 2025,2,Ketua DPRD DKI Jakarta @Khoirudin_Pks mengapresiasi program Makan Bergizi Gratis (MBG). https://t.co/KGe2qIpxua #fraksipksdkijakarta #dprddkijakarta #khoirudin #ketuadprddkijakarta #mbg #makanbergizigratis #jakarta https://t.co/Kz2pm9gZli,1879157764163039639,https://pbs.twimg.com/media/GhQcBfpbMAAU3UR.jpg,,in,,0,0,2,https://x.com/undefined/status/1879157764163039639,1147104716444188672,;;;;;;;,mbg
1879179550699225536,Tue Jan 14 14:51:33 +0000 2025,0,Peruntukan zakat sudah jelas diatur penggunaannya dalam Al-Qur an (untuk 8 golongan). Apk penerima Makan Bergizi Gratis semuanya adalah pelajar miskin dan fakir. Tanyakan dulu ke MUI apk mrk setuju? @MajelisUlamaID,1879179550699225536,,,in,,0,0,0,https://x.com/undefined/status/1879179550699225536,207559187,;;;;;;;,mbg
1879176817103552919,Tue Jan 14 14:40:41 +0000 2025,0,Program Makan Bergizi Gratis di Karanganyar Siswa Antusias dan Lahap Menyantap Hidangan https://t.co/zA0jExN82r,1879176817103552919,,,in,,0,0,0,https://x.com/undefined/status/1879176817103552919,888318006979252225,;;;;;;;,mbg
1881311562407051294,Mon Jan 20 12:03:24 +0000 2025,10,Adhy Karyono Penjabat (Pj) Gubernur Jawa Timur setuju dengan usulan bahwa pendanaan program Makan Bergizi Gratis (MBG) diambil dari zakat. Karena selama ini dana zakat kerap digunakan untuk membantu program pemerintah maka Adhy menyebut tidak ada salahnya hal serupa juga https://t.co/9UA7KLw35R,1881311562407051294,https://pbs.twimg.com/ext_tw_video_thumb/1881311442605142016/pu/img/Rc7SABU9D4imee7-.jpg,,in,,4,46,3,https://x.com/undefined/status/1881311562407051294,848614550,;;;;;;;,mbg
1881307641248670019,Mon Jan 20 11:47:49 +0000 2025,1,Dalam kesempatan acara peresmian PLTA Jatigede di Kabupaten Sumedang Jawa Barat pada Senin 20 Januari 2025 Presiden Prabowo Subianto buka suara terkait program Makan Bergizi Gratis atau MBG yang sudah dilaksanakan sejak 6 Januari lalu. . Presiden mengutarakan permintaan https://t.co/jQUZID8yUx,1881307641248670019,https://pbs.twimg.com/ext_tw_video_thumb/1881306989655154688/pu/img/PAHZKplIgdPzMCOr.jpg,,in,,0,1,0,https://x.com/undefined/status/1881307641248670019,58880688,;;;;;;;,mbg
1881348371740529001,Mon Jan 20 14:29:40 +0000 2025,0,Presiden Prabowo Subianto meminta tidak perlu mengucapkan terima kasih atas program makan bergizi gratis (MBG). Dia menegaskan program tersebut merupakan kewajibannya sebagai presiden untuk menyejahterakan rakyat. https://t.co/6MpgP3886k #iNews #news #prabowo #MBG #presiden https://t.co/od8pCkeMmw,1881348371740529001,https://pbs.twimg.com/ext_tw_video_thumb/1881348092861239296/pu/img/r0wsiSXrem-ReKBV.jpg,,in,,0,0,0,https://x.com/undefined/status/1881348371740529001,132078023,;;;;;;;,mbg
1881491742228402263,Mon Jan 20 23:59:22 +0000 2025,0,Pontianak_ Dandim 1207/Pontianak Kolonel Arm Irwansah S.A.P. M.H. Hadiri kegiatan Tinjau peluncuran perdana program makan bergizi gratis (MBG) di Kota Pontianak Provinsi Kalimantan Barat https://t.co/YTxRgqNTOD,1881491742228402263,https://pbs.twimg.com/media/GhxmtvQb0AEjARG.jpg,,in,,0,0,0,https://x.com/undefined/status/1881491742228402263,1332241207225851905,;;;;;;;,mbg
1881480170709885166,Mon Jan 20 23:13:23 +0000 2025,0,Pendidikan mah gak bakal jadi fokus selama periode ini wong lagi fokus ke program Makan Bergizi Gratis (MBG). Jangan kritik program MBG. Kalau mengkritik dianggap nya sebagai buzzer. Intinya gak boleh kritik ,1881480170709885166,,,in,,1,0,0,https://x.com/undefined/status/1881480170709885166,2428862125,;;;;;;;,mbg
1881311973406904647,Mon Jan 20 12:05:02 +0000 2025,24,Kenapa Circle @prabowo arogan2? 1. Miftah (stafsus kerukunan agama) akhirnya mundur. 2. RA (stafsus pembinaan pemuda dan seni) di jalan. 3. Letkol Magician DC cahyadi di MBG 4. NEW: MENTERI DIKTI &amp; SAINTEK. Sadar garis merahnya gak? UTAS @StopPlandemit https://t.co/CfAhl2Uvky https://t.co/UmYfxpGQfo,1881311973406904647,https://pbs.twimg.com/media/GhvAx5laYAAe0d4.jpg,,in,,0,5,9,https://x.com/undefined/status/1881311973406904647,1501741769306021890,;;;;;;,mbg
1881283357004517562,Mon Jan 20 10:11:19 +0000 2025,0,Program Makan Bergizi Gratis SMP SMA Kemala Bhayangkari 1 Kubu Raya yang di ikuti oleh siswa siswi SMP SMA KEMALA BHAYANGKARI 1 KUBU RAYA beserta guru dan karyawan SMP SMA Kemala Bhayangkari 1 Kubu Raya. #poldakalbar #makangratissekolah https://t.co/ycaOMofUyX,1881283357004517562,https://pbs.twimg.com/ext_tw_video_thumb/1881283340776636416/pu/img/b6i2nEVoOeuzGWT-.jpg,,in,,0,0,0,https://x.com/undefined/status/1881283357004517562,1788113261298413568,;;;;;;;,mbg
1881291901254721735,Mon Jan 20 10:45:16 +0000 2025,0,Makan Bergizi Gratis Tetap Berjalan di Bulan Ramadhan Dibawa Pulang untuk Buka Puasa #TribunKaltim #MakanBergiziGratis #Ramadhan https://t.co/Vp20PnGP6b lewat @tribunnews,1881291901254721735,,,in,,0,0,0,https://x.com/undefined/status/1881291901254721735,103551225,;;;;;;;,mbg
1881489277571444770,Mon Jan 20 23:49:34 +0000 2025,0,Berikut ini peran dan tanggung jawab sekolah dan pemangku kepentingan lainnya pada Program Makan Bergizi Gratis (MBG) di Satuan Pendidikan. Para pemangku kepentingan pada Program... https://t.co/YBMVbNdHJr,1881489277571444770,,,in,,0,0,0,https://x.com/undefined/status/1881489277571444770,1862111080501415936,;;;;;;;,mbg
1882421788124327992,Thu Jan 23 13:35:02 +0000 2025,1,Komite III DPD RI menyelenggarakan Rapat Kerja dengan Badan Gizi Nasional untuk pastikan program MBG penuh dengan lokal konten sebagai mitra guna menaikkan ekonomi lokal. #dpdri #komiteIII #MBG #daridaerahuntukindonesia https://t.co/QFz6cZyzSd,1882421788124327992,https://pbs.twimg.com/media/Gh-0gQ-a0AEyskM.jpg,,in,,0,0,0,https://x.com/undefined/status/1882421788124327992,977870468,;;;;;;;,mbg
1882400237681365111,Thu Jan 23 12:09:24 +0000 2025,6,yg kemaren rame lengkuas di MBG diumpat tetangga... alhamdulillah semuanya dah direspon olh pihak terkait ... btw klo yg beginian lg dan lg tdk ada postingannya dr pihak yg kalah so emang cuma heboh berisik yg disasar olh mereka https://t.co/WMAlaLQa4P,1882400237681365111,https://pbs.twimg.com/ext_tw_video_thumb/1882400214566490112/pu/img/b6tRN2LP-vH2_Whx.jpg,,in,,0,1,4,https://x.com/undefined/status/1882400237681365111,1606313787782758401,;;;;;;;,mbg
1882338286502625331,Thu Jan 23 08:03:14 +0000 2025,6,Usulan ketua DPD RI mengenai dana zakat untuk program MBG tidak perlu di gubris! https://t.co/asu3P4Mcxy,1882338286502625331,,,in,,1,0,4,https://x.com/undefined/status/1882338286502625331,1339980917398360066,;;;;;;;,mbg
1882333576496353696,Thu Jan 23 07:44:31 +0000 2025,4,Padahal harusnya bisa diajak kolaborasi untuk program MBG. Gandeng mereka sebagai mitra. Mereka udah day to day ke sekolah jadi bisa minimalisir biaya distribusi juga. Heran kok R&amp;D nya ngga mikir ke sana.,1882333576496353696,,,in,,0,0,0,https://x.com/undefined/status/1882333576496353696,1324641125785763840,;;;;;;,mbg
1882280743587754034,Thu Jan 23 04:14:35 +0000 2025,0,3 Sorotan Penting Prabowo Soal Kebijakan Pro-Rakyat dan Harapan Makan Bergizi Gratis untuk Semua Anak Indonesia https://t.co/qF56xMT0qC,1882280743587754034,,,in,,0,0,0,https://x.com/undefined/status/1882280743587754034,1442722911475814408,;;;;;;;,mbg
1882390712043409634,Thu Jan 23 11:31:33 +0000 2025,0,Taruna Ikrar: Program MBG Solusi Cegah Stunting BPOM dan BGN Sepakat Jalin Kerja Sama https://t.co/XKvwauRkd3,1882390712043409634,,,in,,0,0,0,https://x.com/undefined/status/1882390712043409634,89877164,;;;;;;;,mbg
1882425023782412297,Thu Jan 23 13:47:54 +0000 2025,0,Kota Yogyakarta salah satu wilayah yang sampai hari ini belum melaksanakan Program Makan Bergizi Gratis (MBG) di Kota Yogyakarta hingga kini belum terlaksana. https://t.co/Mqagf9QI1a,1882425023782412297,,,in,,0,0,0,https://x.com/undefined/status/1882425023782412297,350668803,;;;;;;;,mbg
1883484665262354700,Sun Jan 26 11:58:32 +0000 2025,30,Makan Bergizi Gratis (MBG) jadi salah satu program yang diutamakan Presiden Prabowo. Supaya program ini bisa menyasar lebih banyak siswa Prabowo mengefesiensi anggaran kementerian hingga perjalanan dinas. Saat ini anggaran MBG ada di angka RP 71 triliun. Kendati demikian https://t.co/F5bMscbqRn,1883484665262354700,https://pbs.twimg.com/media/GiN7UVJbcAAGmqh.jpg,,in,,1,4,5,https://x.com/undefined/status/1883484665262354700,759692754985242625,;;;;;;;,mbg
1883500780474560951,Sun Jan 26 13:12:54 +0000 2025,0,@cigaftersblk Gw dari awal ngecap lu sbg buzzer ya krn lu ngebela program makan bergizi gratis (mbg) dengan cara kek gini. Menurut lu bgs pembelaan lu? Soal WNI lu nyuruh bikin negara sendiri. OP gada tuh ngetik dia gamau jd WNI? ‍️ Haechan bangga sama lu gt nyuruh org bikin negara sendiri? https://t.co/xZLwrGW9ZM,1883503382381670797,https://pbs.twimg.com/media/GiOMViIbcAAcan_.jpg,cigaftersblk,in,,0,1,0,https://x.com/undefined/status/1883503382381670797,1875784697537802240,;;;;;;;,mbg
