combo_id,combo_label,condition,fold,epoch,train_loss,val_loss,train_f1,val_accuracy,val_precision,val_recall,val_f1_macro,val_f1_weighted,is_best_epoch
6,lb=2e-05_lc=1e-04_bs=32,S1,4,1,0.7317,0.4615,0.681,0.8307,0.8334,0.8211,0.8227,0.8276,False
6,lb=2e-05_lc=1e-04_bs=32,S1,4,2,0.3858,0.4054,0.8554,0.8457,0.8415,0.8444,0.8425,0.8461,True
6,lb=2e-05_lc=1e-04_bs=32,S1,4,3,0.2357,0.4413,0.914,0.8401,0.8376,0.8411,0.837,0.8406,False
6,lb=2e-05_lc=1e-04_bs=32,S1,4,4,0.1424,0.7117,0.9522,0.8363,0.8386,0.8283,0.8303,0.8343,False
6,lb=2e-05_lc=1e-04_bs=32,S1,4,5,0.0682,0.7666,0.9792,0.8523,0.8494,0.8489,0.8487,0.852,False
6,lb=2e-05_lc=1e-04_bs=32,S1,5,1,0.7409,0.4181,0.6724,0.842,0.8379,0.8409,0.8386,0.843,False
6,lb=2e-05_lc=1e-04_bs=32,S1,5,2,0.3851,0.3812,0.8544,0.8504,0.8469,0.85,0.8474,0.8517,True
6,lb=2e-05_lc=1e-04_bs=32,S1,5,3,0.2354,0.4397,0.924,0.8504,0.8493,0.8532,0.8487,0.852,False
6,lb=2e-05_lc=1e-04_bs=32,S1,5,4,0.1242,0.5051,0.9608,0.8561,0.8516,0.8544,0.8526,0.8565,False
6,lb=2e-05_lc=1e-04_bs=32,S1,5,5,0.0676,0.7135,0.9796,0.8523,0.8492,0.8492,0.8485,0.8517,False
7,lb=2e-05_lc=1e-03_bs=16,S1,1,1,0.6207,0.5337,0.7447,0.8139,0.8377,0.8061,0.8021,0.811,False
7,lb=2e-05_lc=1e-03_bs=16,S1,1,2,0.4221,0.5129,0.8498,0.8412,0.8399,0.8375,0.8352,0.8394,True
7,lb=2e-05_lc=1e-03_bs=16,S1,1,3,0.2634,0.6526,0.9225,0.8553,0.8563,0.8511,0.8501,0.8538,False
7,lb=2e-05_lc=1e-03_bs=16,S1,1,4,0.1378,1.3335,0.9659,0.8111,0.8167,0.8002,0.8046,0.8093,False
7,lb=2e-05_lc=1e-03_bs=16,S1,1,5,0.0822,1.0006,0.9803,0.8487,0.8464,0.8437,0.8437,0.8475,False
7,lb=2e-05_lc=1e-03_bs=16,S1,2,1,0.6073,0.5188,0.7578,0.8015,0.8121,0.8138,0.8004,0.7999,False
7,lb=2e-05_lc=1e-03_bs=16,S1,2,2,0.4134,0.493,0.8544,0.8307,0.8325,0.8367,0.8299,0.8319,True
7,lb=2e-05_lc=1e-03_bs=16,S1,2,3,0.2487,0.5879,0.9264,0.8354,0.8382,0.8412,0.836,0.8367,False
7,lb=2e-05_lc=1e-03_bs=16,S1,2,4,0.1619,0.8187,0.9581,0.8401,0.8359,0.8386,0.837,0.8402,False
7,lb=2e-05_lc=1e-03_bs=16,S1,2,5,0.0815,1.5408,0.9821,0.8354,0.8366,0.828,0.8298,0.8334,False
7,lb=2e-05_lc=1e-03_bs=16,S1,3,1,0.6217,0.5355,0.7434,0.8184,0.8282,0.8181,0.8163,0.8219,False
7,lb=2e-05_lc=1e-03_bs=16,S1,3,2,0.3934,0.4424,0.858,0.8325,0.839,0.835,0.8314,0.8357,True
7,lb=2e-05_lc=1e-03_bs=16,S1,3,3,0.2494,0.6005,0.9282,0.8363,0.8359,0.8312,0.8328,0.8366,False
7,lb=2e-05_lc=1e-03_bs=16,S1,3,4,0.138,1.0115,0.9651,0.841,0.8456,0.8323,0.8367,0.8397,False
7,lb=2e-05_lc=1e-03_bs=16,S1,3,5,0.0817,1.143,0.9796,0.8532,0.8505,0.8488,0.8487,0.852,False
7,lb=2e-05_lc=1e-03_bs=16,S1,4,1,0.6135,0.5937,0.7511,0.7799,0.8084,0.7959,0.7807,0.7804,False
7,lb=2e-05_lc=1e-03_bs=16,S1,4,2,0.413,0.496,0.8643,0.8382,0.8369,0.8406,0.8367,0.8394,True
7,lb=2e-05_lc=1e-03_bs=16,S1,4,3,0.2528,0.6162,0.9193,0.8485,0.848,0.8446,0.8459,0.8483,False
7,lb=2e-05_lc=1e-03_bs=16,S1,4,4,0.1357,1.0601,0.9638,0.8485,0.8497,0.8412,0.8439,0.8473,False
7,lb=2e-05_lc=1e-03_bs=16,S1,4,5,0.0779,1.2525,0.9854,0.8485,0.8447,0.8476,0.8457,0.8492,False
7,lb=2e-05_lc=1e-03_bs=16,S1,5,1,0.6155,0.4187,0.7418,0.842,0.8378,0.8411,0.8383,0.8426,True
7,lb=2e-05_lc=1e-03_bs=16,S1,5,2,0.4134,0.5507,0.8556,0.8062,0.8177,0.7992,0.7989,0.805,False
7,lb=2e-05_lc=1e-03_bs=16,S1,5,3,0.2442,0.649,0.9242,0.8608,0.8591,0.8556,0.8566,0.86,False
7,lb=2e-05_lc=1e-03_bs=16,S1,5,4,0.1391,0.9756,0.9635,0.842,0.8388,0.8407,0.8372,0.8418,False
8,lb=2e-05_lc=1e-03_bs=32,S1,1,1,0.6329,0.4417,0.7313,0.8524,0.8497,0.8454,0.8471,0.8515,False
8,lb=2e-05_lc=1e-03_bs=32,S1,1,2,0.387,0.3964,0.8548,0.8553,0.8524,0.8562,0.8523,0.8558,True
8,lb=2e-05_lc=1e-03_bs=32,S1,1,3,0.2251,0.5086,0.9238,0.8383,0.8354,0.835,0.8352,0.8383,False
8,lb=2e-05_lc=1e-03_bs=32,S1,1,4,0.1255,0.5999,0.9582,0.8449,0.8408,0.8415,0.8401,0.8447,False
8,lb=2e-05_lc=1e-03_bs=32,S1,1,5,0.0756,0.917,0.9801,0.8355,0.8409,0.8414,0.835,0.8381,False
8,lb=2e-05_lc=1e-03_bs=32,S1,2,1,0.6288,0.5246,0.7346,0.8119,0.8173,0.8003,0.8037,0.8081,False
8,lb=2e-05_lc=1e-03_bs=32,S1,2,2,0.3964,0.4816,0.8568,0.8429,0.8444,0.8474,0.8429,0.844,True
8,lb=2e-05_lc=1e-03_bs=32,S1,2,3,0.2164,0.5196,0.9266,0.8373,0.8343,0.8384,0.8342,0.8371,False
8,lb=2e-05_lc=1e-03_bs=32,S1,2,4,0.1226,0.7482,0.9637,0.8316,0.8283,0.8278,0.828,0.8316,False
8,lb=2e-05_lc=1e-03_bs=32,S1,2,5,0.0725,1.0953,0.9767,0.8288,0.8319,0.833,0.8285,0.8305,False
8,lb=2e-05_lc=1e-03_bs=32,S1,3,1,0.6318,0.4773,0.7237,0.8278,0.8278,0.8248,0.8255,0.8287,False
8,lb=2e-05_lc=1e-03_bs=32,S1,3,2,0.3794,0.4008,0.8597,0.8589,0.8542,0.8565,0.8546,0.8585,True
8,lb=2e-05_lc=1e-03_bs=32,S1,3,3,0.215,0.5216,0.929,0.8523,0.8496,0.8532,0.8488,0.8521,False
8,lb=2e-05_lc=1e-03_bs=32,S1,3,4,0.1401,0.5922,0.9551,0.8627,0.8585,0.8628,0.8598,0.8628,False
8,lb=2e-05_lc=1e-03_bs=32,S1,3,5,0.0755,0.8414,0.9806,0.8429,0.8415,0.8375,0.8392,0.8426,False
8,lb=2e-05_lc=1e-03_bs=32,S1,4,1,0.634,0.5264,0.7297,0.8062,0.8065,0.8068,0.8046,0.807,False
8,lb=2e-05_lc=1e-03_bs=32,S1,4,2,0.3793,0.428,0.8581,0.8363,0.8338,0.8316,0.8321,0.8367,True
8,lb=2e-05_lc=1e-03_bs=32,S1,4,3,0.2169,0.4479,0.9292,0.8363,0.8334,0.8367,0.8339,0.8374,False
8,lb=2e-05_lc=1e-03_bs=32,S1,4,4,0.1292,0.6998,0.9607,0.8429,0.8395,0.841,0.8399,0.8434,False
8,lb=2e-05_lc=1e-03_bs=32,S1,4,5,0.0696,1.06,0.9803,0.8184,0.8272,0.8085,0.813,0.8165,False
8,lb=2e-05_lc=1e-03_bs=32,S1,5,1,0.641,0.4318,0.7277,0.8363,0.8312,0.8324,0.8308,0.8357,True
